loc,length,bug type,approach
315,10,Overflow-Underflow,code snippet injection
310,4,Overflow-Underflow,code snippet injection
305,4,Overflow-Underflow,code snippet injection
294,10,Overflow-Underflow,code snippet injection
289,4,Overflow-Underflow,code snippet injection
284,4,Overflow-Underflow,code snippet injection
50,4,Overflow-Underflow,code snippet injection
45,4,Overflow-Underflow,code snippet injection
613,4,Overflow-Underflow,code snippet injection
551,8,Overflow-Underflow,code snippet injection
516,8,Overflow-Underflow,code snippet injection
486,4,Overflow-Underflow,code snippet injection
460,4,Overflow-Underflow,code snippet injection
419,4,Overflow-Underflow,code snippet injection
386,8,Overflow-Underflow,code snippet injection
366,4,Overflow-Underflow,code snippet injection
140,4,Overflow-Underflow,code snippet injection
131,8,Overflow-Underflow,code snippet injection
126,4,Overflow-Underflow,code snippet injection
115,10,Overflow-Underflow,code snippet injection
104,10,Overflow-Underflow,code snippet injection
99,4,Overflow-Underflow,code snippet injection
88,10,Overflow-Underflow,code snippet injection
73,10,Overflow-Underflow,code snippet injection
61,8,Overflow-Underflow,code snippet injection
31,10,Overflow-Underflow,code snippet injection
18,4,Overflow-Underflow,code snippet injection
278,4,Overflow-Underflow,code snippet injection
268,8,Overflow-Underflow,code snippet injection
259,8,Overflow-Underflow,code snippet injection
248,10,Overflow-Underflow,code snippet injection
239,8,Overflow-Underflow,code snippet injection
234,4,Overflow-Underflow,code snippet injection
229,4,Overflow-Underflow,code snippet injection
218,10,Overflow-Underflow,code snippet injection
9,4,Overflow-Underflow,code snippet injection
