loc,length,bug type,approach
258,10,Overflow-Underflow,code snippet injection
253,4,Overflow-Underflow,code snippet injection
248,4,Overflow-Underflow,code snippet injection
102,10,Overflow-Underflow,code snippet injection
44,4,Overflow-Underflow,code snippet injection
507,4,Overflow-Underflow,code snippet injection
493,4,Overflow-Underflow,code snippet injection
482,4,Overflow-Underflow,code snippet injection
470,4,Overflow-Underflow,code snippet injection
458,8,Overflow-Underflow,code snippet injection
394,8,Overflow-Underflow,code snippet injection
382,4,Overflow-Underflow,code snippet injection
363,4,Overflow-Underflow,code snippet injection
341,4,Overflow-Underflow,code snippet injection
325,8,Overflow-Underflow,code snippet injection
312,4,Overflow-Underflow,code snippet injection
304,4,Overflow-Underflow,code snippet injection
293,8,Overflow-Underflow,code snippet injection
287,4,Overflow-Underflow,code snippet injection
179,10,Overflow-Underflow,code snippet injection
160,10,Overflow-Underflow,code snippet injection
124,4,Overflow-Underflow,code snippet injection
73,10,Overflow-Underflow,code snippet injection
53,10,Overflow-Underflow,code snippet injection
437,8,Overflow-Underflow,code snippet injection
231,10,Overflow-Underflow,code snippet injection
226,4,Overflow-Underflow,code snippet injection
221,4,Overflow-Underflow,code snippet injection
212,8,Overflow-Underflow,code snippet injection
92,8,Overflow-Underflow,code snippet injection
32,10,Overflow-Underflow,code snippet injection
