loc,length,bug type,approach
211,10,Overflow-Underflow,code snippet injection
199,4,Overflow-Underflow,code snippet injection
185,4,Overflow-Underflow,code snippet injection
151,10,Overflow-Underflow,code snippet injection
143,4,Overflow-Underflow,code snippet injection
135,4,Overflow-Underflow,code snippet injection
103,4,Overflow-Underflow,code snippet injection
98,4,Overflow-Underflow,code snippet injection
93,4,Overflow-Underflow,code snippet injection
84,8,Overflow-Underflow,code snippet injection
74,8,Overflow-Underflow,code snippet injection
69,4,Overflow-Underflow,code snippet injection
63,4,Overflow-Underflow,code snippet injection
58,4,Overflow-Underflow,code snippet injection
49,8,Overflow-Underflow,code snippet injection
43,4,Overflow-Underflow,code snippet injection
38,4,Overflow-Underflow,code snippet injection
29,8,Overflow-Underflow,code snippet injection
