loc,length,bug type,approach
72,1,Timestamp-Dependency,code snippet injection
68,1,Timestamp-Dependency,code snippet injection
64,1,Timestamp-Dependency,code snippet injection
238,1,Timestamp-Dependency,code snippet injection
219,1,Timestamp-Dependency,code snippet injection
201,3,Timestamp-Dependency,code snippet injection
177,5,Timestamp-Dependency,code snippet injection
157,5,Timestamp-Dependency,code snippet injection
138,3,Timestamp-Dependency,code snippet injection
116,9,Timestamp-Dependency,code snippet injection
90,5,Timestamp-Dependency,code snippet injection
52,9,Timestamp-Dependency,code snippet injection
46,5,Timestamp-Dependency,code snippet injection
34,9,Timestamp-Dependency,code snippet injection
28,4,Timestamp-Dependency,code snippet injection
23,4,Timestamp-Dependency,code snippet injection
17,5,Timestamp-Dependency,code snippet injection
