loc,length,bug type,approach
248,1,Timestamp-Dependency,code snippet injection
246,1,Timestamp-Dependency,code snippet injection
244,1,Timestamp-Dependency,code snippet injection
242,1,Timestamp-Dependency,code snippet injection
240,1,Timestamp-Dependency,code snippet injection
236,3,Timestamp-Dependency,code snippet injection
153,5,Timestamp-Dependency,code snippet injection
496,5,Timestamp-Dependency,code snippet injection
474,3,Timestamp-Dependency,code snippet injection
456,9,Timestamp-Dependency,code snippet injection
426,5,Timestamp-Dependency,code snippet injection
411,9,Timestamp-Dependency,code snippet injection
402,5,Timestamp-Dependency,code snippet injection
384,9,Timestamp-Dependency,code snippet injection
372,4,Timestamp-Dependency,code snippet injection
360,4,Timestamp-Dependency,code snippet injection
350,5,Timestamp-Dependency,code snippet injection
333,5,Timestamp-Dependency,code snippet injection
319,9,Timestamp-Dependency,code snippet injection
310,4,Timestamp-Dependency,code snippet injection
290,9,Timestamp-Dependency,code snippet injection
272,9,Timestamp-Dependency,code snippet injection
256,4,Timestamp-Dependency,code snippet injection
187,5,Timestamp-Dependency,code snippet injection
176,3,Timestamp-Dependency,code snippet injection
163,3,Timestamp-Dependency,code snippet injection
229,5,Timestamp-Dependency,code snippet injection
225,3,Timestamp-Dependency,code snippet injection
221,3,Timestamp-Dependency,code snippet injection
215,4,Timestamp-Dependency,code snippet injection
211,3,Timestamp-Dependency,code snippet injection
205,5,Timestamp-Dependency,code snippet injection
141,9,Timestamp-Dependency,code snippet injection
136,4,Timestamp-Dependency,code snippet injection
