loc,length,bug type,approach
62,1,Timestamp-Dependency,code snippet injection
181,1,Timestamp-Dependency,code snippet injection
481,1,Timestamp-Dependency,code snippet injection
476,1,Timestamp-Dependency,code snippet injection
470,1,Timestamp-Dependency,code snippet injection
454,3,Timestamp-Dependency,code snippet injection
302,5,Timestamp-Dependency,code snippet injection
285,5,Timestamp-Dependency,code snippet injection
264,3,Timestamp-Dependency,code snippet injection
233,9,Timestamp-Dependency,code snippet injection
217,5,Timestamp-Dependency,code snippet injection
201,9,Timestamp-Dependency,code snippet injection
188,5,Timestamp-Dependency,code snippet injection
114,9,Timestamp-Dependency,code snippet injection
22,4,Timestamp-Dependency,code snippet injection
17,4,Timestamp-Dependency,code snippet injection
11,5,Timestamp-Dependency,code snippet injection
5,5,Timestamp-Dependency,code snippet injection
166,9,Timestamp-Dependency,code snippet injection
160,4,Timestamp-Dependency,code snippet injection
149,9,Timestamp-Dependency,code snippet injection
138,9,Timestamp-Dependency,code snippet injection
132,4,Timestamp-Dependency,code snippet injection
125,5,Timestamp-Dependency,code snippet injection
82,3,Timestamp-Dependency,code snippet injection
77,3,Timestamp-Dependency,code snippet injection
70,5,Timestamp-Dependency,code snippet injection
65,3,Timestamp-Dependency,code snippet injection
