loc,length,bug type,approach
495,1,Timestamp-Dependency,code snippet injection
481,1,Timestamp-Dependency,code snippet injection
473,1,Timestamp-Dependency,code snippet injection
465,1,Timestamp-Dependency,code snippet injection
457,1,Timestamp-Dependency,code snippet injection
409,3,Timestamp-Dependency,code snippet injection
395,5,Timestamp-Dependency,code snippet injection
371,5,Timestamp-Dependency,code snippet injection
355,3,Timestamp-Dependency,code snippet injection
332,9,Timestamp-Dependency,code snippet injection
313,5,Timestamp-Dependency,code snippet injection
289,9,Timestamp-Dependency,code snippet injection
270,5,Timestamp-Dependency,code snippet injection
246,9,Timestamp-Dependency,code snippet injection
227,4,Timestamp-Dependency,code snippet injection
209,4,Timestamp-Dependency,code snippet injection
190,5,Timestamp-Dependency,code snippet injection
175,5,Timestamp-Dependency,code snippet injection
156,9,Timestamp-Dependency,code snippet injection
143,4,Timestamp-Dependency,code snippet injection
441,9,Timestamp-Dependency,code snippet injection
431,9,Timestamp-Dependency,code snippet injection
426,4,Timestamp-Dependency,code snippet injection
130,5,Timestamp-Dependency,code snippet injection
125,3,Timestamp-Dependency,code snippet injection
120,3,Timestamp-Dependency,code snippet injection
