loc,length,bug type,approach
151,1,Timestamp-Dependency,code snippet injection
149,1,Timestamp-Dependency,code snippet injection
17,1,Timestamp-Dependency,code snippet injection
33,1,Timestamp-Dependency,code snippet injection
253,1,Timestamp-Dependency,code snippet injection
244,3,Timestamp-Dependency,code snippet injection
235,5,Timestamp-Dependency,code snippet injection
225,5,Timestamp-Dependency,code snippet injection
218,3,Timestamp-Dependency,code snippet injection
205,9,Timestamp-Dependency,code snippet injection
189,5,Timestamp-Dependency,code snippet injection
172,9,Timestamp-Dependency,code snippet injection
94,5,Timestamp-Dependency,code snippet injection
84,9,Timestamp-Dependency,code snippet injection
79,4,Timestamp-Dependency,code snippet injection
38,4,Timestamp-Dependency,code snippet injection
23,5,Timestamp-Dependency,code snippet injection
159,5,Timestamp-Dependency,code snippet injection
139,9,Timestamp-Dependency,code snippet injection
134,4,Timestamp-Dependency,code snippet injection
123,9,Timestamp-Dependency,code snippet injection
113,9,Timestamp-Dependency,code snippet injection
108,4,Timestamp-Dependency,code snippet injection
102,5,Timestamp-Dependency,code snippet injection
12,3,Timestamp-Dependency,code snippet injection
8,3,Timestamp-Dependency,code snippet injection
