loc,length,bug type,approach
284,1,Timestamp-Dependency,code snippet injection
282,1,Timestamp-Dependency,code snippet injection
420,1,Timestamp-Dependency,code snippet injection
414,1,Timestamp-Dependency,code snippet injection
407,1,Timestamp-Dependency,code snippet injection
395,3,Timestamp-Dependency,code snippet injection
385,5,Timestamp-Dependency,code snippet injection
351,5,Timestamp-Dependency,code snippet injection
334,3,Timestamp-Dependency,code snippet injection
318,9,Timestamp-Dependency,code snippet injection
308,5,Timestamp-Dependency,code snippet injection
294,9,Timestamp-Dependency,code snippet injection
204,5,Timestamp-Dependency,code snippet injection
185,9,Timestamp-Dependency,code snippet injection
177,4,Timestamp-Dependency,code snippet injection
169,4,Timestamp-Dependency,code snippet injection
150,5,Timestamp-Dependency,code snippet injection
134,5,Timestamp-Dependency,code snippet injection
120,9,Timestamp-Dependency,code snippet injection
50,4,Timestamp-Dependency,code snippet injection
40,9,Timestamp-Dependency,code snippet injection
30,9,Timestamp-Dependency,code snippet injection
23,4,Timestamp-Dependency,code snippet injection
17,5,Timestamp-Dependency,code snippet injection
13,3,Timestamp-Dependency,code snippet injection
272,3,Timestamp-Dependency,code snippet injection
264,5,Timestamp-Dependency,code snippet injection
260,3,Timestamp-Dependency,code snippet injection
253,3,Timestamp-Dependency,code snippet injection
247,4,Timestamp-Dependency,code snippet injection
242,3,Timestamp-Dependency,code snippet injection
234,5,Timestamp-Dependency,code snippet injection
222,9,Timestamp-Dependency,code snippet injection
213,4,Timestamp-Dependency,code snippet injection
102,4,Timestamp-Dependency,code snippet injection
97,3,Timestamp-Dependency,code snippet injection
91,4,Timestamp-Dependency,code snippet injection
81,9,Timestamp-Dependency,code snippet injection
74,5,Timestamp-Dependency,code snippet injection
70,3,Timestamp-Dependency,code snippet injection
60,9,Timestamp-Dependency,code snippet injection
