loc,length,bug type,approach
316,2,Unchecked-Send,code snippet injection
313,2,Unchecked-Send,code snippet injection
310,2,Unchecked-Send,code snippet injection
79,2,Unchecked-Send,code snippet injection
71,2,Unchecked-Send,code snippet injection
68,2,Unchecked-Send,code snippet injection
307,2,Unchecked-Send,code snippet injection
299,2,Unchecked-Send,code snippet injection
290,2,Unchecked-Send,code snippet injection
280,2,Unchecked-Send,code snippet injection
273,2,Unchecked-Send,code snippet injection
265,2,Unchecked-Send,code snippet injection
259,2,Unchecked-Send,code snippet injection
241,2,Unchecked-Send,code snippet injection
232,2,Unchecked-Send,code snippet injection
225,2,Unchecked-Send,code snippet injection
219,2,Unchecked-Send,code snippet injection
203,2,Unchecked-Send,code snippet injection
196,2,Unchecked-Send,code snippet injection
190,2,Unchecked-Send,code snippet injection
179,2,Unchecked-Send,code snippet injection
162,2,Unchecked-Send,code snippet injection
156,2,Unchecked-Send,code snippet injection
149,2,Unchecked-Send,code snippet injection
143,2,Unchecked-Send,code snippet injection
110,2,Unchecked-Send,code snippet injection
90,2,Unchecked-Send,code snippet injection
65,2,Unchecked-Send,code snippet injection
62,2,Unchecked-Send,code snippet injection
59,2,Unchecked-Send,code snippet injection
56,2,Unchecked-Send,code snippet injection
53,2,Unchecked-Send,code snippet injection
