loc,length,bug type,approach
98,2,Unchecked-Send,code snippet injection
69,2,Unchecked-Send,code snippet injection
66,2,Unchecked-Send,code snippet injection
298,2,Unchecked-Send,code snippet injection
288,2,Unchecked-Send,code snippet injection
273,2,Unchecked-Send,code snippet injection
262,2,Unchecked-Send,code snippet injection
242,2,Unchecked-Send,code snippet injection
225,2,Unchecked-Send,code snippet injection
212,2,Unchecked-Send,code snippet injection
203,2,Unchecked-Send,code snippet injection
188,2,Unchecked-Send,code snippet injection
178,2,Unchecked-Send,code snippet injection
168,2,Unchecked-Send,code snippet injection
124,2,Unchecked-Send,code snippet injection
116,2,Unchecked-Send,code snippet injection
105,2,Unchecked-Send,code snippet injection
82,2,Unchecked-Send,code snippet injection
63,2,Unchecked-Send,code snippet injection
60,2,Unchecked-Send,code snippet injection
57,2,Unchecked-Send,code snippet injection
54,2,Unchecked-Send,code snippet injection
51,2,Unchecked-Send,code snippet injection
48,2,Unchecked-Send,code snippet injection
152,2,Unchecked-Send,code snippet injection
149,2,Unchecked-Send,code snippet injection
145,2,Unchecked-Send,code snippet injection
142,2,Unchecked-Send,code snippet injection
139,2,Unchecked-Send,code snippet injection
136,2,Unchecked-Send,code snippet injection
94,2,Unchecked-Send,code snippet injection
91,2,Unchecked-Send,code snippet injection
