loc,length,bug type,approach
211,2,Unchecked-Send,code snippet injection
99,2,Unchecked-Send,code snippet injection
249,2,Unchecked-Send,code snippet injection
241,2,Unchecked-Send,code snippet injection
219,2,Unchecked-Send,code snippet injection
184,2,Unchecked-Send,code snippet injection
157,2,Unchecked-Send,code snippet injection
146,2,Unchecked-Send,code snippet injection
136,2,Unchecked-Send,code snippet injection
119,2,Unchecked-Send,code snippet injection
110,2,Unchecked-Send,code snippet injection
207,2,Unchecked-Send,code snippet injection
204,2,Unchecked-Send,code snippet injection
175,2,Unchecked-Send,code snippet injection
95,2,Unchecked-Send,code snippet injection
