loc,length,bug type,approach
219,2,Unchecked-Send,code snippet injection
216,2,Unchecked-Send,code snippet injection
213,2,Unchecked-Send,code snippet injection
210,2,Unchecked-Send,code snippet injection
207,2,Unchecked-Send,code snippet injection
204,2,Unchecked-Send,code snippet injection
140,2,Unchecked-Send,code snippet injection
405,2,Unchecked-Send,code snippet injection
384,2,Unchecked-Send,code snippet injection
373,2,Unchecked-Send,code snippet injection
346,2,Unchecked-Send,code snippet injection
338,2,Unchecked-Send,code snippet injection
332,2,Unchecked-Send,code snippet injection
321,2,Unchecked-Send,code snippet injection
311,2,Unchecked-Send,code snippet injection
301,2,Unchecked-Send,code snippet injection
294,2,Unchecked-Send,code snippet injection
280,2,Unchecked-Send,code snippet injection
273,2,Unchecked-Send,code snippet injection
266,2,Unchecked-Send,code snippet injection
253,2,Unchecked-Send,code snippet injection
242,2,Unchecked-Send,code snippet injection
228,2,Unchecked-Send,code snippet injection
169,2,Unchecked-Send,code snippet injection
159,2,Unchecked-Send,code snippet injection
147,2,Unchecked-Send,code snippet injection
200,2,Unchecked-Send,code snippet injection
197,2,Unchecked-Send,code snippet injection
194,2,Unchecked-Send,code snippet injection
190,2,Unchecked-Send,code snippet injection
187,2,Unchecked-Send,code snippet injection
184,2,Unchecked-Send,code snippet injection
