loc,length,bug type,approach
515,2,Unchecked-Send,code snippet injection
507,2,Unchecked-Send,code snippet injection
489,2,Unchecked-Send,code snippet injection
479,2,Unchecked-Send,code snippet injection
470,2,Unchecked-Send,code snippet injection
442,2,Unchecked-Send,code snippet injection
429,2,Unchecked-Send,code snippet injection
406,2,Unchecked-Send,code snippet injection
385,2,Unchecked-Send,code snippet injection
366,2,Unchecked-Send,code snippet injection
341,2,Unchecked-Send,code snippet injection
320,2,Unchecked-Send,code snippet injection
301,2,Unchecked-Send,code snippet injection
281,2,Unchecked-Send,code snippet injection
267,2,Unchecked-Send,code snippet injection
258,2,Unchecked-Send,code snippet injection
243,2,Unchecked-Send,code snippet injection
234,2,Unchecked-Send,code snippet injection
456,2,Unchecked-Send,code snippet injection
453,2,Unchecked-Send,code snippet injection
450,2,Unchecked-Send,code snippet injection
224,2,Unchecked-Send,code snippet injection
220,2,Unchecked-Send,code snippet injection
216,2,Unchecked-Send,code snippet injection
