loc,length,bug type,approach
105,2,Unchecked-Send,code snippet injection
102,2,Unchecked-Send,code snippet injection
15,2,Unchecked-Send,code snippet injection
181,2,Unchecked-Send,code snippet injection
173,2,Unchecked-Send,code snippet injection
167,2,Unchecked-Send,code snippet injection
160,2,Unchecked-Send,code snippet injection
154,2,Unchecked-Send,code snippet injection
148,2,Unchecked-Send,code snippet injection
135,2,Unchecked-Send,code snippet injection
124,2,Unchecked-Send,code snippet injection
78,2,Unchecked-Send,code snippet injection
75,2,Unchecked-Send,code snippet injection
72,2,Unchecked-Send,code snippet injection
33,2,Unchecked-Send,code snippet injection
22,2,Unchecked-Send,code snippet injection
114,2,Unchecked-Send,code snippet injection
99,2,Unchecked-Send,code snippet injection
96,2,Unchecked-Send,code snippet injection
92,2,Unchecked-Send,code snippet injection
89,2,Unchecked-Send,code snippet injection
86,2,Unchecked-Send,code snippet injection
83,2,Unchecked-Send,code snippet injection
11,2,Unchecked-Send,code snippet injection
8,2,Unchecked-Send,code snippet injection
