loc,length,bug type,approach
71,2,Unchecked-Send,code snippet injection
50,2,Unchecked-Send,code snippet injection
47,2,Unchecked-Send,code snippet injection
257,2,Unchecked-Send,code snippet injection
247,2,Unchecked-Send,code snippet injection
237,2,Unchecked-Send,code snippet injection
222,2,Unchecked-Send,code snippet injection
211,2,Unchecked-Send,code snippet injection
191,2,Unchecked-Send,code snippet injection
174,2,Unchecked-Send,code snippet injection
159,2,Unchecked-Send,code snippet injection
149,2,Unchecked-Send,code snippet injection
139,2,Unchecked-Send,code snippet injection
97,2,Unchecked-Send,code snippet injection
89,2,Unchecked-Send,code snippet injection
78,2,Unchecked-Send,code snippet injection
58,2,Unchecked-Send,code snippet injection
44,2,Unchecked-Send,code snippet injection
41,2,Unchecked-Send,code snippet injection
38,2,Unchecked-Send,code snippet injection
35,2,Unchecked-Send,code snippet injection
32,2,Unchecked-Send,code snippet injection
29,2,Unchecked-Send,code snippet injection
122,2,Unchecked-Send,code snippet injection
119,2,Unchecked-Send,code snippet injection
114,2,Unchecked-Send,code snippet injection
111,2,Unchecked-Send,code snippet injection
108,2,Unchecked-Send,code snippet injection
105,2,Unchecked-Send,code snippet injection
67,2,Unchecked-Send,code snippet injection
64,2,Unchecked-Send,code snippet injection
